id,title,content
664,アンビエントメディアデザイン,"メディアセンターに設置されている3Dプリンタやレーザーカッターをとりあえずは使ったことのある学生が、その本当の高度な可能性に目覚めていくための授業です。デジタルファブリケーション技術の概要、登場の背景と文脈、その社会的インパクトについての講義を受けた後、実際に毎週の制作課題をこなしながら、「その技術ならでは」の（その技術でしかありえない）活用方法や新しい表現を考えていく。デジタル技術と一体化した「ものづくり」をトータルに、自在に組み合わせ、練り上げることを目標とする。授業は、z104(田中浩也研究室）、DFF-W, DFF-M、メディアセンターなどを適宜移動しながら行う。昨年の制作物はhttp://digifab2015.tumblr.com/に公開してある。"
665,プロジェクト,本プロジェクトの主な関心事は、ソーシャルイノベーション（＝新しい発想による社会変革）という観点と、コミュニティ・ソリューション（＝コミュニティによる問題解決）という方法論である。経済システムの背後に文化的文脈が存在していたり、自発的に形成された市民コミュニティが行政も病院も解決できなかった地域医療の危機を救ったりなど、行政や企業の活動がうまくゆくための決定的な要素になっていたり、従来「弱さ」と考えられていた要素が実は問題解決の鍵になっていたりするといった、社会・経済・文化・技術を縦断したアプローチをとる。ゲーム理論、ソーシャルキャピタル論、制度論、結・講・座といった伝統的な組織論、コミュニティ評価手法、自治体との協働プロジェクトの立案と実施、スポーツビジネス、コーチング、政策によるイノベーション、政策決定プロセス、「新しい公共」による協働プロセス、などを対象にした、実証研究、理論構築、政策提案、システムデザインやツール開発、フィールドワークなどを行う。
666,第二言語としての日本語教育,この授業では、第二言語としての日本語教育にかかわる事象を扱う。具体的には、日本語の特徴、日本語教育の歴史と現状、言語能力の捉え方（第二言語習得・言語学習理論）、第二言語教育の方法論といったトピックを扱う。また、日本語教材を用いて、留学生への日本語教育実践を、体験的に学ぶ。履修後には、日本の国内外で日本語を学習する人々の状況を理解して積極的にかかわることができるようになること、日本語非母語話者と母語話者のコミュニケーションの当事者となった際によりよいコミュニケーションができるようになることをめざす。
667,暗号とデータセキュリティ,本講義はサイバーセキュリティ分野の中核技術である暗号技術を中心にデータの取り扱いに関する様々なセキュリティ対策の機構と実践に必要なスキルの習得を目指す。　本講義ではデータを保護するための各種機構の解説とその基盤的な技術である暗号技術についての解説を行う。暗号技術については個々のアルゴリズムの詳細だけでなく実際にそのアルゴリズムを様々なシステムに適用する上で注意すべき鍵の生成や取り扱い、また通信に応用する場合のプロトコル等暗号技術を現実的な場面で取り扱うにあたって求められる知識等の事項にウエイトを置いて解説する。データの保護と暗号化は現在及び今後の情報活用において重要な役割を担う技術であり情報の利活用に関わる広い範囲の学生による履修を想定している。
668,公共政策,我が国における政策論議は、非科学的あるいは情緒的な議論が少なくない。一方で、政府による強権ともいえる政策は、民主主義のプロセスを経ることが必要であり、理想論だけでも語ることができない。本講義では、科学的かつ現実的に政策を議論するための能力を習得することを目標とする。そのために、公共政策に関する基礎的な概念を講義したうえで、現実の政策のケースを取り上げ、グループワークによる検討及び発表を行う。これらを通じて、我が国における政策動向を予測し、経済社会の将来を見通すことを目指す。
669,文化政策,【文化政策−国際文化交流とパブリックディプロマシー】本科目では、文化交流の主要プログラムがパブリックディプロマシーの文脈に組み込まれ、実施される近年の流れに着目しつつ、戦後日本の国際文化交流政策の歴史的変遷・発展、現状を俯瞰する。本科目は大別して4つのパートから成る。パートⅠでは、日本の公的な文化交流イニシャティブの法的、制度的側面をレビューする。ここでは、文化交流や文化外交を担当する公的機関に関する具体的な法律、政府諮問委員会の政策提言、並びに、1972年の国際交流基金設立の背景等に焦点があてられる。パートⅡでは、日本の文化交流のための実際のプロジェクトがどのように企画考案され、また、実施されているかをみる。国際交流基金の主催、あるいは助成による、造形美術・舞台芸術分野の主要プロジェクト、海外における日本語教育、学際的な地域研究の一分野としての海外日本研究プログラムを概観する。パートIIIは、シンクタンクが大きな役割を果たす政策指向型知的交流世界への旅である。ここでは、冷戦後、特に日米二国間の関係において、急速にその存在意義を高めた政策指向型知的交流という、文化交流の中での一特定分野の重要性について、様々な角度から検討する。パートⅣでは、文化交流が構造化されたパブリックディプロマシーに統合されつつある近年の現象・潮流について考察する。インフルエンス・バイイングと学問の自由の問題をはじめ、この流れに関連する諸課題について、いくつかのケーススタディを踏まえながら、慎重に検討していく。
670,リスクと保険,保険は、リスクマネジメントの伝統的な手段の1つであるとともに、制度を形成している。この講義では、リスクを処理する機能的側面から保険を定義し、社会に与える便益を明確にする。次に、保険の費用である逆選択とモラルハザードをふまえて、保険の利用をめぐる人間の行動、リスクの保険可能性を考察し、リスク分類のあり方について検討する。また、保険制度のデザインについて、歴史から紐解き、考察を深めていく。さらに、国内外の保険市場を展望することで、先進国および途上国の主要な課題について解説する。本講義を通じて、現代社会において、保険の存在意義を理解し、諸課題について分析し、考察する力を養うことを目指す。
671,スチューデントビルドキャンパス（ＳＢＣ）入門,慶應義塾大学SFCの「滞在型教育・滞在型研究」を実現する新しいキャンパス計画「未来創造塾」において、SBC(Student Build Campus)というプロジェクトが2015年から始動した。SBCは、SFCの教職員、学生、卒業生が一体となって活動し、新たなキャンパスの計画、デザイン、運営を自分たちの力でつくることを目的とし、21世紀における「学習」や「教育」を再定義することを目標としている。　本授業は、前半と後半に分かれており、前半では未来創造塾およびSBCについて理解し、これからの社会に必要とされる「学習」「教育」「大学」「コミュニケーション」のあり方について講義を通して考える。後半は、実際に滞在型教育・滞在型研究を体験すべく、「マイゼミ」という形式を取り入れ、滞在棟での合宿を絡めながら、３名の卒業生をゲストとして招待し、卒業生が考えたテーマに基づいてグループに分かれ、グループワークでプロジェクトを進めてもらう。　本授業を通して、未来創造塾およびSBCの理念を理解し、滞在型教育や滞在型研究によって可能となる新たな学びやプロジェクト運営の方法を獲得してもらうことを履修者には期待する。
672,プロジェクト,本授業は、スポーツサイエンスならびにコグニティブエルゴノミクスを研究対象にしたプロジェクトです。修士論文においてこれらを対象にする予定のある学生諸君が指導を受ける教員とともに定期的なミーティングを行いながら自らが進める研究について、より深く知識と技法を学び、研究内容をより高めていくことを目的にしています。大学院生には修士課程において自らの研究内容を学会で発表することを求めます。
673,統計解析,本コースは、データを理解し評価した上で、データに基づいた合理的な意思決定行うための導入となるように設計されています。 今年度は、多変量解析技術を中心に扱います。学習する内容は、定量的および定性的データの表現と要約統計量、相関と主成分、因子分析、および、共分散構造解析。細かな計算技術ではなく、概念の習得と、データおよび統計解析結果の解釈に焦点を置きます。
674,微分・積分,高校で習った微積分学を復習すると共に、多変数関数へ微分・積分を拡張することを目標とします。一変数関数に対して、接線（線形近似）の話は高次導関数を用いることにより、テイラー展開（多項式近似）へと拡張されます。これにより極大・極小の判定（極値問題）がより正確にできるようになります。また以上のような1変数関数の話を多変数関数に拡張します。微分は偏微分と呼ばれ、多変数関数に対するテーラー級数から極値問題や条件付極値問題の解法が得られます。さらに多変数関数の重積分と累次積分を扱います。これらの多変数関数の微分・積分を知ることにより、高次元の体積や面積を求めることができます。
675,運動の生理と心理,人間は生まれながらに動く生物である．動くことで外界に触れ，感じ，成長する．また動くことで自己を表現・確立するとともに，他者との関わりを持つことができる．すなわち，「運動」は我々人間の根源的な営みであり，この仕組みを正確に理解することは，人間そのものの本質的な理解という基礎科学的な価値にとどまらず，自己や他者の健康問題を再考する上でも意義深い．本講義では，人間の脳と身体をひとつの「システム」として捉え，脳・神経系／筋・骨格系／エネルギー供給系がいかに連動しながら運動が成り立っており，これを繰り返すことで如何なる可塑的変化が生まれるかという運動の生理，およびどのようなメンタルプロセスを経て我々の運動行動が決定・制御されるのかという運動の心理について学ぶ．
676,環境デザイン・フィールド・ワークショップ,成長都市の交通問題を探る−バンコク編急激な成長期にありながら、多様な側面や問題を抱えるバンコクを訪問し、その中でも特に交通問題に注目し本フィールドワークを進めていきたいと思います。バンコクの都市交通インフラは、道路だけではありません。そこには、「川」「運河」「バス専用レーン」「小径専用バイクタクシー」「地下鉄」「スカイトレイン」「エアポートリンク」「スカイブリッジ」などが立体的に整備されており、都心部の移動が便利になりつつあります。これらを網羅的に利用し、体験し、バンコク市街地の交通を立体的に捉え、交通インフラ問題に対して広い視野を獲得することが本講義の主題です。これにより、今後の成長都市の問題解決に対し新しい発想が生まれることを期待しています。
677,フランス語ベーシック２,ゆっくりしたスピードで、余裕を持ってフランス語を学び たいと考えている学生向けに設定されています。週２回で2人の教師（フランス人ネイティブと日本人）で担当します。
678,スクリプト言語プログラミング,スクリプト言語Pythonを利用して数値解析について学ぶ講義になっています。Sci.pyと呼ばれる数値解析のライブラリを用いて、実際の数値データの解析を行ないます。このデータには、画像や音声データについても含まれます。講義の大半が数学的な手法を扱う内容になっており、アルゴリズムや概念を導入した後、実際のプログラムを組んでいきます。具体的には、行列、ベクトルの基本計算、ガウスの消去法を用いた連立一次式の解法、高速フーリエ変換、回帰解析、補間、数値積分、微分方程式の近似解、統計解析などを行なっていきます。また、数値計算の応用として機械学習まで到達できれば、その内容を少し触れていきます。学則によっては講義名に「基礎」と名前がついていますが、高校および大学の理系の基礎数学の解法をプログラムで記述していく内容になりますので、かなり高度な内容になります。ただし、プログラミング的には、数値解析のライブラリを呼び出す、あるいは呼び出すための設定や、呼び出した後の結果をグラフィック的に表示することが主になりますので、それほど難しいものではありません。Pythonについては、授業の前半で簡単に言語構造の説明をします。
679,地球システム設計論,科学や技術はこれまで大きな恩恵を私たちにもたらしてきた．その一方で，現在の知見では解くことのできない社会的課題や，科学技術そのものが社会における脅威となっている事例，そもそも科学技術では答えを出すことのできない問いが存在している．21世紀を生き，21世紀を創っていく皆さんに，これらの課題を様々な角度から考えてほしい．どう向き合うのがいいのか，そのためにどのような知識やスキルを身に付ければいいのか，自分ができることは何か．グループワークを通じてこれらを熟考する機会としたい．
680,和声学２,人類による表現活動は驚くべき多様性を持っています。音楽の分野に限っても、それぞれの時代と文化に於いて表現のあり方は実に多様です。と同時に現在私達が普通に聞くことができる多くの音楽表現の土台には、近代西欧で確立された和声理論と作曲法がある事も事実です。これは近代西欧で確立された科学が現代の科学技術の基礎になっている事と同様です。従って学生諸君がどんな音響表現を追求するにせよ、基礎的な音楽的素養の獲得は将来自らが依って立つ重要な基盤の一つになり得ると考えられます。和声学は西洋音楽言語の文法に相当します。文法の表面的な学習はルールばかりでしばしば退屈なものですが、しかしそれらのルールが極く少数の感覚的な原理から導き出される事、また感性に喜びをもたらす事を理解すれば、楽しい体験になるはずです。多くの西洋古典音楽の傑作を実際に聞き、分析を加えて理解を確かなものにします。基本が身に付いてしまえば、２０世紀以降の前衛音楽や現代のメディアアート、あるいはゲームなどのエンタテインメントでの音楽の使用へのより良い洞察を得る事が出来るだけでなく、音楽以外のメディアへ接続する事も可能になるでしょう。しかし和声学の基礎を習得するには、半年では時間が足りません。少なくとも１年間は集中的な学習が必要です。そのため、通年で「和声学１」と「和声学２」を学べる様になっています。このどちらも講義と演習によるワークショップ形式で進められます。座学では無いので、履修者は毎週ドリルを実演する必要があります。課題を自分でピアノで弾くか、ピアノが苦手な人は、各自で何らかの音楽ソフト（五線紙に音符を書き込み、音が出るもの）を用意し、θ館のスクリーンを使ってプレゼンをして下さい。履修者の人数は最大で２０名が限度です。
681,基礎分子生物学３,生命科学にとって20世紀は“分子”の世紀でした．19世紀終盤にメンデルによって遺伝現象の説明がなされ，エイブリーによって遺伝子がDNAであることが突き止められ，ワトソンとクリックがDNAの二重らせん構造を発見するに至り，20世紀後半の生命科学は「分子・細胞の探求」へと強力に方向づけられました．基礎分子生物学１〜４では，現代生命科学を把握するために欠かすことのできない分子細胞生物学の知識を身につけます．授業は，受動的に講義を聞くのではなく，能動的に問題を解く演習を中心に実施します．基礎分子生物学３では，教科書「バイオインフォマティクス入門」の第1章，教科書「Essential細胞生物学」の第11~15章を学びます．
682,建築構成論,建築物は様々な材料で構成されている。その組合せは無限であり、設計者のデザイン意図、建築物に要求される用途・機能、限られたコストに応じて、適切な材料を選び、組み合わせなければならない。そのためには、建築材料とその素材がもつ、特質・性能を十分に理解しておくことが重要である。材料の強度や密度といった知識を覚えるだけではなく、使用される環境下において材料がどのように挙動し経年変化してゆくかを経験的に把握し、物理化学的に考察する能力が求められる。本授業では、各種材料の特性を理解するために、種類、製造、物理化学的特性などの基礎的な知見を習得するとともに、素材の利用方法に特徴のある実際の建築作品を歴史的に振り返り、建築設計における材料選定の手法を学ぶ。授業を通して得た知識をもとに、自分の目で実際の建築物を観察し、材料の状態、ディテールを調査、考察してレポートしてもらう。
683,フランス語ベーシック１,ゆっくりしたスピードで、余裕を持ってフランス語を学び たいと考えている学生向けに設定されています。週２回で、２人の教師（ネイティブ、日本人）が担当します。
684,文化共生論,中国（中華人民共和国）は政治的には一党独裁の国家であるが、その統治を受ける社会の方に目を向けると、文化的にも民族的にも言語的にも実に多様性に富んだ特性を有している。本授業では、政治的・社会的な統合を目指す国家と、多様な利益や価値を有する社会との緊張関係を意識しながら、現代中国の政治史について学ぶとともに、今日の中国で国家統合やマイノリティをめぐって生起している諸問題について検討していく。具体的には、少数民族、宗教、台湾、香港などのイシューを取り上げる予定である。
685,プロジェクト,我々を取り巻く日常生活は、IT環境の急速な変化・多様化を伴い、刻々と変化する。同時に、学習環境のあり方にも大きな変化が見られる。教育の情報化は教室内のフォーマルラーニング空間だけでなく、教室外のインフォーマルラーニングにおける実体験との連動を射程に加速している。現代の課題は、学習者の属性・学習目標・学習の嗜好性等により、個別の多様性に対応する学習環境を、自律性をもった形で学習者自身がデザインできる状況を構築することにある。本プロジェクトでは、外国語教育に軸足を置きながら、コンテンツ制作・システム設計・実証実験・学習評価手法等を研究内容の中心に置く。　なお、このプロジェクトでは、参加メンバーそれぞれの専門分野・研究テーマを学習環境構築の視点から捉えなおし、協働的なディスカッションを通した新たな問題発見・解決の場を実現することを目指す。
686,Ｗｅｂ情報システム構成法,"Webは社会のインフラとして普及しているが，それを支えている技術はHTML, CSS, Javascript, HTTP, RDFなど様々である．この授業では，これらの技術の基本および概念を理解し，将来のWebにおいてどのような役割を果たすのか，また，現在のWebを越える技術としてはどんな可能性があるのかについて取り扱う．"
687,世界史概説,「論争のない歴史は死んだ歴史である」といった歴史家がいました。われわれがいま、漠然と歴史と考えているものは、自明なものとして初めから存在したわけではありません。そこで、今年度も、どのような過程を経て、歴史が「学」として形作られていったかを考えていきたいと思います。しかし１５回の講義で、すべてに言及することは不可能です。したがって、西欧の文明の基層に対する理解を深めることを第一目標とします。歴史研究の方法論を身につけることも、副次的な目標とします（実は、これこそがこの科目の設定趣旨に一番かなうことなのです）。 世界史を既に学んでいることが望ましいのですが、講義の進度にあわせて自分で学ぶ意志のある学生は歓迎します。ただ、本を読むことが嫌いな学生、物事を考えたり調べたりすることが嫌いな学生、単位取得のみをのぞむ学生、そして何より「根性」がない学生は履修を遠慮してください。
688,線形の理論,行列とベクトルを学習します。連立一次方程式の解法、行列式、逆行列など行列やベクトルに関するいろいろな計算を習得すると共に、線形空間とその間の線形写像という抽象的な概念を理解します。行列は一次変換とみなされ、その固有値と固有ベクトル、行列の対角化はそのは一次変換を特徴付けます。統計学を含む多くの分野で現われる概念です。
689,労働法,本授業では、社会に出た後に直面する労働関係に関する諸問題に適切に対処し、解決できるようにするため、労働法全体に関する基礎知識を習得し、労働法を取り巻く問題状況を理解するとともに、必要に応じて自らが解決に動くことができるようにします。
690,計量経済学,学部レベルの計量経済学の講義を行う。確率・統計の復習から始め、線形単純回帰の方法と推定量の統計的性質を学んだ後に重回帰へと進む。さらに誤差項の自己相関、不均一分散の扱い、非線形モデル、二値選択モデル、操作変数法、簡単な時系列モデルも学ぶ。
691,ソーシャルビジネスの商品開発とプロモーション,「ソーシャルイノベーションを生み出す」事業や仕事と、そうでないものは、根本的にどこが違うのだろうか？ソーシャルビジネスが、本来の狙いとする、社会に根ざす深いシステムを変えるもの。そのようなサービスや商品は、どんなプロセスから生まれているのか？また、その時、どのように社会に対して働きかけているのか？何より、主体となる「私」という存在は、どのようなあり方で、現在のシステムに気づき、どのように考え、新しい選択肢をつくり、新たなインパクトを生み出しているのか？　ーーこれが本授業の主題である。この授業では、ソーシャルビジネスの文脈で、まだあまり語られていない、より一歩踏み込んだ、革新的な商品・サービス開発のプロセスや、社会への投げかけやプロモーション、また、新たなマーケティングのあり方の可能性について、受講生とともに切り開き、新たな議論を創出したい。同時に、ピーター・センゲ氏らが「Triple Focus」という著作で示しているように、より深いシステムを理解するためには、対象を客観化するだけではなく、「私」という存在がキーとなる。私という存在につながり、受容する。そのことが、他者やプロジェクトへの理解へとつながり、より広がりのあるシステム変革への橋渡しとなる。この点を実践的に理解するために、授業内では、「プチ・マイプロジェクト」として、自分を題材にした、小さくとも興味深い、自分のプロジェクトを実行していただく。短い期間だが、何かを試行錯誤してみたことからの学びを、学期末には、新しいサービスなどの提案とともに、自分の体験を通じて伝えたい、世の中へのメッセージ（プロモーション）も発表して頂く。＊「プチ・マイプロジェクト」は、社会変革や課題をテーマにする必要はなく、自分の小さな習慣や、日常で気づいている変更したいパターン、関係性など、自分を題材にした、小さな具体的な変化に取り組んでいただく。そこから、他者や、世界のシステムとのつながりを、他のメンバーたちとともに、見いだしていく。（毎年、とてもいい場になっています）ソーシャルベンチャーにおける、商品開発のプロセスやプロモーションを具体的に追いながら、一方、今、世界でおきているより深いソーシャルイノベーションへのアプローチを紹介、受講生どうしの創発によって、今学期、このメンバーでしか生み出せない空間と学びを共につくりたい。
692,デザインセオリー,コンピュータはデザインにどのような影響を与えているのだろうか。コンピュータがとてつもない速度で小型化、高速化、遍在化するに従って、その可能性や意味はめまぐるしく変化している。本講義の目的はコンピュータありきのデザインの理論の本質を探ることである。様々な理論を横断的に学び、それらに通底するものを手繰り寄せることで、人間にとってのデザインの意味や価値の本質に行き着けるかもしれない。そんな仮説のもとに、本講義では、デザイン理論、哲学、形而上学、形態学、複雑系科学、流体力学、認知科学、伝記など多様な理論や文献に辺り、時には講義内でコーディングをすることで、その本質の理解を試みる。
693,非営利・公会計論,この講義では、企業以外の組織、すなわち民間の非営利組織やパブリック・セクターを対象に、会計の機能、計算構造、意思決定プロセス、ガバナンスのあり方等を学習する。具体的には学校法人、公益社団・公益財団、介護施設、病院、NPO法人等について、会計情報の伝達内容と分析の進め方、国・地方自治体の財政状態や運営状況の把握の仕方、公的主体における会計の機能と意思決定情報の関係等を学習する。  企業会計の技法を身に付けていなければ計算構造を理解することがむずかしいので、前提科目を履修している者を対象とする。履修してない者は、学期開始前に企業会計の計算構造（損益計算の原理）を学習し、理解しておくこと。  なお、この領域は発展途上の段階にあり、常に問題意識を抱えて参加することが求められる。
694,生命分子構造,本科目では、タンパク質や核酸などの生命分子を題材に、生命分子構造に関する基礎的内容を講義する。さらに、これら生命分子を分子ツールとして生命科学研究へ応用したの近年の研究例を紹介し、生命分子構造に関する理解を深める。
695,日本語インテンシブ２,日本語レベルが中級前半（ちゅうきゅうぜんはん　lower intermediate）の人、日本語インテンシブ1がおわった人のためのコースです。文法（ぶんぽう）や語彙（ごい vocabulary）、漢字の勉強（べんきょう）をしながら、読む・書く・聞く・話すの４つを練習（れんしゅう）します。 発表（はっぴょう）や作文（さくぶん）、文法の復習（ふくしゅう）などをしながら、日本語がうまく使えるようになるための勉強をします。自分（じぶん）で学習（がくしゅう）の計画（けいかく）をつくる自律型（じりつがた）クラスもあります。先生と相談（そうだん）しながら学習をすすめます。
696,リサーチデザイン,リサーチプロジェクトを円滑かつ効果的に進めるためには、ものごとの見方、考え方、進め方を考えることが大切です。特に利害関係者が複雑に絡み合う現代においては、定量的研究のみならず定性的、質的研究の重要性が指摘されています。また、リサーチ結果を多くの利害関係者に適切に届け、利用してもらうことによってその意義を十全に発揮します。それでは、リサーチのみならず成果物はどのように共有すべきでしょうか。この講義ではヒューマン・センタード・デザインについて特に注目しつつ、インクルーシブデザインやサービスデザインなどにおけるデザインリサーチについて学習します。多様な人を巻き込みつつイノベーションを生み出すためのデザインリサーチ技法を学び、体験してもらいます。
697,立法ワークショップ,ICT(情報通信)分野を題材として、制度的解決に向けた政策立案プロセスについて実践的に学ぶワークショップです。国会で審議される法律案には、政府が提出する法案（内閣提出法案）と国会議員が提出する法案（議員立法）があります。このうち、内閣提出法案については、法案提出府省において、外部の有識者などから構成される審議会・研究会で検討され、まとめられた答申や報告書等を基に法案が策定されるケースが多いのが現状です。 本ワークショップでは、先ず、立法に関する基礎的な知識（法律制定までの過程等）や、インターネット・デジタル放送などの情報通信分野についての講義を行います。その上で、①課題発見の方法、②解決手法の選択、③関係者意見の集約と合意形成について受講者による発表と討論を行い、「法律はどう作るのか」について学びます。なお、法律の文言の技術的な書き方については扱いません。
698,デザインスタジオ（都市と建築）,都市のエッジとコネクター／慶應日吉蝮谷（まむしだに）台地と谷が織りなす大学スポーツ施設群と近隣住区に介入し、健康なまちづくりの形を創出する慶應日吉キャンパスには体育会関連の施設の集中する蝮谷がある。日吉台地から深い森に覆われた急な坂を下りると、そこには広々としたテニスコートや体育館がある。慶應義塾大学の体育会それぞれの活動拠点が集中している場所である。慶應日吉キャンパスは２０２０年のオリンピック・パラリンピックの際、英国チームの事前キャンプや大会期間中のトレーニング場として利用されることが決まっている。このため、2020年を一つの契機とし、日吉蝮谷およびその周辺地域を巻き込んだスポーツによる健康づくりを目指した地域環境整備を行っていく。大学とその近隣との健全な関係を構築するとともに将来に向けた健康に根ざしたまちづくりの提案を目指す。本スタジオでは、未来の建築家・ランドスケープアーキテクト・都市デザイナーとして、大学キャンパス、インフラ、地域文化、経済、エコロジー、自然地形などを含んだ複雑な都市を取り巻く環境に向き合い、そこから大きなビジョンを構想し様々な課題に取り組む。住宅レベルの小さなものから都市レベルの大きなものまで、様々なスケールを内包した複数のプログラムを併せ持つ新しい大学と都市の関係のタイポロジーを構想し提案する。単体の建築や、ランドスケープ、通り空間のデザインなど、大学とその周辺の都市に対して境界となるポーダー、そして接続するネットワークの双方を輻輳的にデザインし、新たなまちづくりの形を創る。　最終的には参加した学生の案の総体が慶應大学とその周辺地域を包括的に考える提案となるスタジオ計画とする。
699,国際開発論,国際開発論では、国連のミレニアム開発目標のうち、特に、人的資本開発にかかる当ピックを中心に取り上げ、議論する。具体的には、初等教育の普及、女性の地位向上、幼児死亡率や就学前児童の健康などについて、今後の開発政策の方向性を考えるうえで、必要な知識や手法を身に着けることを目標とする。
700,アジア・大洋州地域論,20世紀の中国の歴史は、日本と密接にかかわっていました。1949年に中華人民共和国が成立した背景には、日中戦争による影響がありました。そして1949年以降の社会主義建設運動や文化大革命などの展開は日本にも影響を及ぼしました。本科目は日本との関係を視野に入れつつ、20世紀の中国政治・社会の歴史をどのように捉えるのかを考えていきます。近現代中国の歴史を学ぶことによって、現在中国社会の諸問題をよく理解することができます。
701,古典と現在,古典といって思い出すものは何だろうか。政経や倫理の教科書で見た塑像と対になった『国家』や『自省録』、油絵と並ぶ『君主論』や『国富論』だろうか。冠が印象的な『論語』や『史記』、はたまた『古事記』とはいわずとも『栄花物語』や『吾妻鏡』だろうか。『社会契約説』や『自助論』という人もあるだろう。　そうした古典には多くの注釈書があり、「はやわかり」のようなサイトもある。なにより、普通に読んでも呑まれてしまうだろう。教員が壇上で雄弁に講じるに至っては空しさが溢れるばかりである。　よって、このクラスでは、誰もが読んでいそうで読んでいない、もしくは読んでいるフリをしている重要な歴史的な（ただし短い）文章を着実に読み、その含意を全員で考えていく。そこには解説書も「はやわかり」サイトもない。あるのは参加者の知的営為だけとなる。　題材は、開国から現在にいたる日本の近現代を左右した文書たちである。2018年の明治維新150年を前にして、この国がいつ、何を考えてきたかを現代の視点から捉えなおすことで、「古典と現代」の新しい可能性を見いだしていきたい。
702,環境ガバナンスのデータサイエンス,本講義で我々は、我々の社会・生活・行動などをとりまく「あらゆる環境」とその「あり方」を知る方法として、データの収集方法と分析方法を学ぶ。講義名には一切含まれていないが、2018年春学期は、無人航空機（いわゆるドローン）によるデータのみを扱う。履修者は無人航空機を使って地上の対象物のデータを取得し、それをPCで補正し、解析することを通じて、環境のあり方を考えるきっかけとする。
703,プロジェクト,北アフリカから東南アジアに至るイスラーム圏、アラブ世界、さらにはイスラームそのものやグローバル・ガバナンスとイスラームのかかわりについての研究を、現地の拠点との密接な連携によって進める。すでにSFCではアラブ・イスラーム圏についてアレッポ大学（シリア）、セント・ジョセフ大学（レバノン）などを現地研究拠点として多分野・多方面にわたって学術交流・研究活動が始まっている。2018年度春学期からは、「地域研究から見るグローバル・ガバナンス（略称：ASGG）」という名称で、履修学生たちによる自主勉強会もスタートした。本プロジェクトでは、インドネシアから中央アジア、コーカサス、南アジア、西アジア、そしてセネガルまで含めて北アフリカにおけるフィールド・ワークはもとより、クルアーンを中心とした原典研究、グローバル・ガバナンス研究の蓄積、学術拠点ネットワークの拡充、学術交流活動、遠隔教育の試みまで含めて、これまでに培われてきた萌芽を確実に育て、政策・メディア研究科、とりわけグローバル・ガバナンス・プログラム（GR）ならではのより総合的で包括的かつ実践的なイスラーム研究を機軸としたグローバル・ガバナンス研究の展開を図りたい。
704,パーソナリティ発達論,人間のパーソナリティとはなにか､ それがどのように発達するのかについて､ 精神分析的発達理論を中心にして、フロイトから現代の乳幼児研究まで、代表的な研究者の理論を概説します。さらに発達の障害がどのような精神病理につながるのかを､自閉性障害、児童虐待を例に考察します｡さらに、レポート作成を通して、自分自身のパーソナリティの成り立ちについても、理解を深めることを目指します。 　なお、この科目は多数の履修希望者が見込まれるため、履修制限を実施します。
705,国家と防衛,日本と世界の国際政治は大きく変容している。特に日本をとりまく東アジアでは、日本海、東シナ海、南シナ海においてそれぞれ緊張が高まっており、防衛政策の見直しが急務となっている。日本の防衛計画の大綱は最初に1971年に作成され、1995年まで見直されることはなかった。しかし、その後は2004年、2009年、2013年と短い間隔で見直されるようになっている。本講義では、日本および世界の国々で採用されている防衛政策を比較・分析を行うとともに、従来の陸・海・空に限られていた作戦領域が宇宙やサイバースペースに拡大している現状や、地球温暖化に伴って注目されるようになっている環境安全保障や氷が溶けることで戦略的価値が高まっている北極海の問題、あるいは多様な技術的発展が防衛政策に与えている影響について検討し、平和を維持していくための防衛政策のあり方を講義していくことにしたい。
706,情報セキュリティの法と政策,情報セキュリティに係る法令及び政策に関する知識を習得することを目的とする講義。情報セキュリティ対策は、情報の管理において重要な対策であるとともに、法令等において定められている情報の安全管理措置を実施するために、根拠となる法令及びその解釈や関連する政策について高度な知識が求められる。とりわけ、技術的な対応を適切に実施するためには、組織的、人的、技術的、物理的なセキュリティ対策を導入することが不可欠であるが、そのために必要な基準を理解することが適切な情報セキュリティ対策を実施し導入する上での前提となる。また、情報セキュリティ対策は企業等において専門的に対応する者にとどまらず、広く日常的にコンピュータやネットワークが利用されている現状において、情報セキュリティに係る法令や制度を理解することは、ネットワーク社会において必須の知識ともいえる。本講義では、我が国における情報セキュリティ関連法令を概観し、情報管理において遵守すべき法令や制度について解説する。また、情報の安全管理措置の根拠となる法令が定める手続きの内容、その他の規範としてISMSをはじめとするマネジメントシステムの構造、国内外において越境するデータの取扱を伴うクラウドコンピューティングなどの情報の取扱局面に応じた具体的な対応の現状も踏まえて、情報セキュリティに関する法令や制度の総合的な知識を習得する。
707,基礎分子生物学１,生命科学にとって20世紀は“分子”の世紀でした。19世紀終盤にメンデルによって遺伝現象の説明がなされ、エイブリーによって遺伝子がDNAであることが突き止められ、ワトソンとクリックがDNAの二重らせん構造を発見するに至り、20世紀後半の生命科学は「分子・細胞の探求」へと強力に方向づけられました。基礎分子生物学１〜４では、現代生命科学を把握するために欠かすことのできない分子細胞生物学の知識を身につけます。授業は、受動的に講義を聞くのではなく、能動的に問題を解く演習を中心に実施します。 基礎分子生物学１では、細胞とは何かを概観し、細胞を構成する部品としての分子、化学反応について学びます。
